Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,35.82296895980835
ZCCHC2.54877,0.13618305887170457,35.82296895980835
ATP6V0A1.535,0.1276144047952703,35.82296895980835
LIF.3976,0.11733172439494743,35.82296895980835
cg16234557,0.1154922204536808,35.82296895980835
AKT1.207,0.11186143108442193,35.82296895980835
PRIM1.5557,0.11115645722629952,35.82296895980835
XRCC3.7517,0.1103856585408356,35.82296895980835
hsa.mir.3180.2,0.10975553889232281,35.82296895980835
PAICS.10606,0.1092010618486059,35.82296895980835
