ICA_1,ICA_2,ICA_3,ICA_4,ICA_5,ICA_6,ICA_7,ICA_8,ICA_9,ICA_10,Runtime_seconds
-0.8045207852983128,0.043183115240200645,-0.7263518579532788,0.6098326956904168,0.1479850931743795,-0.2403391866304363,0.30380061514430584,0.5512598676801126,-0.6115605318932236,0.9223706467314043,0.6212821006774902
-0.14198566137122998,-0.4439809283136162,-0.5911807052922149,-0.16463432848388482,0.15709419788899665,-4.9909332715192525,0.3436407672697521,0.1500867720257528,-0.8136522284147787,-1.1172376256279934,0.6212821006774902
0.9271041841732267,0.2348507832060459,-1.1869443796517778,0.3688367493104139,-0.7296082462369354,0.5621305004822181,-0.037090579175861726,0.23808445837761913,-0.7258300028351712,1.0261742108711234,0.6212821006774902
0.5157092060077766,0.6318155189677529,-0.5659964496954725,-1.4984639761357281,-0.7579477830981034,-0.8574686823803951,0.4317679951545311,0.4266776720575688,-1.65623770249285,0.47994843656108716,0.6212821006774902
0.09964575490105919,-0.033818831709276506,-0.1694583972475078,-0.38459656259348307,-0.26855408908511713,0.6186120956585094,0.24689364495790167,-0.1250865540971447,-0.9557082026341347,-1.144616174723931,0.6212821006774902
-0.86807085065839,0.39619651295523095,-0.27015372877048127,0.18226141605897098,-0.43744060600913903,-0.12469419308001492,0.5215562872594405,0.8975920284850254,0.06886928751941863,-1.86982201217785,0.6212821006774902
-0.7057285693896742,0.7352486585665111,0.5569047371471207,1.428458241467143,0.07218229655041097,0.5366132144699011,0.7145291076440957,0.7181427504607931,0.8735700109520058,-1.5846910453399166,0.6212821006774902
1.9913325357918825,0.6805341753625106,-0.29687655732983437,-0.2207242519335794,-0.46077967710391665,-0.21606367029739623,-0.23778853517161924,0.32575275015467486,0.0794135263192949,0.5938014490984589,0.6212821006774902
-0.5201372041524651,-0.1182113756618869,0.5529107165228168,-0.05113228164034059,-0.2990715903985578,-2.558939095260949,-0.6142839086828973,-0.19861916146069586,0.32061203443020003,-0.1709914373245573,0.6212821006774902
-0.7048462928635069,0.1741880302047366,-0.27517932182406246,0.20819549314617156,-0.4370894238398562,-0.6747228544118075,0.9356211549024818,0.627780108062039,-0.18716494990938742,-1.62408155260392,0.6212821006774902
-0.7360109249178656,-0.5650013897697963,-0.9761720167737665,-0.5640719928048213,-0.01992659297289386,0.29606263978724895,1.2669733101423493,-2.0239250091706777,1.6164329854214508,-0.06208876667665618,0.6212821006774902
-1.0620152119945523,0.19836492568629144,-0.8705932183530951,-0.18039878746710805,-0.0871462903668043,-0.4825905299454033,-1.1216152854227164,-0.7418413514199946,1.5652433924919718,0.042610523813780846,0.6212821006774902
-0.32905071981395567,0.9887159215100482,-0.5937996349212307,0.7928931176376429,-0.22165414368767145,-0.3543742605945049,-0.11351244533030345,0.22450067700019358,1.894750483004816,-1.2284084094206158,0.6212821006774902
-0.36511009604138484,0.8263998473087032,0.02595897914378226,-0.2360109010237319,-0.6519467522042715,0.09926079560005875,-0.6558695992420297,0.7655455630181133,0.034847550870173064,-1.4542989392986805,0.6212821006774902
-0.45833574118661274,0.19278298121426155,-0.15308730668255272,-0.4104409055481161,-0.5197590879495347,0.5807059823152018,1.1276306276143708,1.305716655360391,-0.6859002401911908,-1.833250927714757,0.6212821006774902
0.2806776435659533,0.7306093722276016,-0.5110932353189258,0.004996149954518707,-0.4473287255607449,-0.31407677235344905,0.6350633113810897,-3.077895955153589,0.6000506758772841,-0.42948375481781437,0.6212821006774902
-1.0686726853731707,0.0873103471714687,-1.1263267923629627,-0.319603166582444,0.4306306090951705,-0.9024210969019774,-0.13151802041695546,0.11150941529069817,0.968479691620987,-0.9340453344026299,0.6212821006774902
1.0448899733767714,0.2975763665165656,1.943321033652927,-0.5742757933696307,-0.6647354432846554,0.6448668580925032,-1.1218048372508933,0.14323851310304342,0.5811561435963291,0.46947652710367815,0.6212821006774902
0.14268380952252716,0.19484412950697116,-0.9017067501406272,0.12164674708857166,-0.5644229669164074,-0.11392057346825088,-2.512483083424684,0.06337778324545422,0.6400835663112494,0.6453876530243975,0.6212821006774902
2.126635776986898,0.18916124956130198,-1.3911484001815981,-0.11294189931971836,-0.7551684541337581,0.9121843150912851,-0.12673763784111508,0.3800875254351826,-0.060959601807810605,1.1601885142791126,0.6212821006774902
0.25734094773819816,0.40330750238854346,0.3313368668210186,1.0639766148935392,-0.28273269286919767,0.35848276489491965,0.21187284331405737,-0.37764428578659776,-0.9047991979645256,1.4258332952451207,0.6212821006774902
3.5737992763652153,-0.07124984325496178,0.5145990788287029,1.297131704229317,-0.18761899292714454,0.722682536330048,0.2677388386910011,-0.41709064002039953,0.6331631215757327,0.3937156893202227,0.6212821006774902
