NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,Runtime_seconds
0.0,0.0018053676975331807,0.05069752288380521,0.0,0.0,0.18832682679597323,0.35117317273035936,0.0,0.35861825535033004,0.051692621287311835,10.479946613311768
0.047186172640714855,0.0,0.1770980881212503,0.03542023773591119,0.013761506328674818,0.126502416573473,0.0,0.0,0.09233933046110943,0.23988958866639035,10.479946613311768
0.09088846500296495,0.004839522428448026,0.03270983519203021,0.07362087147012748,0.05616148222080653,0.039913265906941,0.7074960726289935,0.09527500329888637,0.0839992518799291,0.0,10.479946613311768
0.1534129550028005,0.0,0.11897877391982772,0.0,0.016124148971486344,0.0,0.42576998872779603,0.017891837047003933,0.5100528734024727,0.003938094784782454,10.479946613311768
0.24597422619773968,0.0,0.024033413476521076,0.03329719947650298,0.39169788113225634,0.0,0.12563961148316818,0.32171211420042906,0.2605434988405425,0.08054995347214061,10.479946613311768
0.274165429056949,0.0,0.037243607702593676,0.0,0.5373867490069447,0.05170072567146057,0.0,0.0,0.20906205385437535,0.0,10.479946613311768
0.2473539933794839,0.0,0.0,0.0,0.5348338686818704,0.21056921457259445,0.0,0.0,0.08080812741834283,0.0,10.479946613311768
0.36023905280042806,0.01228036890064161,0.05876592793350657,0.09674088857061423,0.0,0.03993885891829896,0.43906554230503786,0.06699126906234303,0.011879277384263184,0.025185632744728036,10.479946613311768
0.08493492238580816,0.0015703420511798297,0.13848148418815012,0.07345048360890517,0.0,0.15682430253168375,0.0,0.04122036037679051,0.08716059811585318,0.049174723696113025,10.479946613311768
0.22013672912690452,0.0,0.05869606897840153,0.0,0.4627876037233798,0.06483743461558439,0.0,0.0,0.17123373659984148,0.03517393560324715,10.479946613311768
0.2961651047288949,0.0,0.0,0.08241873408044079,0.0,0.07044071097282552,0.0,0.8608643375320367,0.24541451907414435,0.16992803878103585,10.479946613311768
0.17124139519760165,0.014112804138088023,0.03221367309289726,0.006290294655780981,0.08216134262089557,0.10477562212046344,0.0,0.4256558995286465,0.05719351486762483,0.1127450422541092,10.479946613311768
0.311680003803126,0.0018596505417914056,0.021158403071927172,0.04569853447798703,0.3588633751693384,0.17617548320497012,0.0,0.180175137800698,0.0,0.0,10.479946613311768
0.31381367710169694,0.005210316021821275,0.0674160387383528,0.0,0.44159648862675427,0.025835733553509044,0.0,0.0,0.07098450741359573,0.026089356035817496,10.479946613311768
0.34485709714185614,0.0,0.02719948438234508,0.0,0.550223116538391,0.0,0.026029873112567357,0.0,0.3906374186211652,0.0,10.479946613311768
0.2298958771271484,8.47623658979889e-05,0.012537344966811437,0.0,0.08646618373408567,0.0837413888739065,0.06897180401804906,1.3789148127024238,0.01955734976531337,0.0,10.479946613311768
0.14852529992043056,0.0013910134495746054,0.06525592776591418,0.008121489574553633,0.21823694590639264,0.09196796683669148,0.0,0.22451525788240637,0.12068321385733928,0.25721859470835473,10.479946613311768
0.43961910569300133,0.02930796722039295,0.04014866473506404,0.002420377530609075,0.0,0.0374903580936154,0.23878597251071979,0.03560338049123486,0.17623908978538144,0.014982081749989067,10.479946613311768
0.10130398208648705,0.02098316744295982,0.0740558703073919,0.15224913641167528,0.02202798725875903,0.05723363555230678,0.15079400126306283,0.0,0.0,0.0,10.479946613311768
0.33250362292742136,0.006909141091114642,0.017819469451053855,0.13779961552903838,0.0,0.013974959942415722,0.7232277736788012,0.049853650621542685,0.0068849787367645755,0.11214297980070857,10.479946613311768
0.0,0.0,0.04653825284148516,0.05535159917422199,0.0,0.17163816009215704,0.4032281540425992,0.1116614390435469,0.2374638810051224,0.0,10.479946613311768
0.34601949620891764,0.0,0.0,0.4082110002212476,0.05826844701412492,0.1077779189980116,0.39400673761131805,0.1490225285713135,0.0,0.0,10.479946613311768
0.15032058545896976,0.01233703430096722,0.082661909940176,0.013758551621767,0.011387373524091094,0.01815091966064848,0.46807487535890463,0.12168315205866927,0.015203259721860636,0.0,10.479946613311768
0.2832372731686066,0.003210555557876728,0.0,0.13046232203823374,0.0,0.10881480005700433,0.7462957085916943,0.0,0.0,0.0,10.479946613311768
0.31453210529900977,0.0,0.11215520486014643,0.0720847419221866,0.0,0.16429471732116016,0.2704202949627146,0.02216766206466984,0.0,0.0,10.479946613311768
0.0,0.00045325197890569034,0.04990487226193556,0.0,0.030273491246811137,0.1989975892827135,0.47552152747966836,0.010777888357798608,0.0,0.08520477315020854,10.479946613311768
0.12928494247745467,0.020850932723147877,0.08024071870858783,0.0,0.0,0.015504367505203698,0.40161134835595,0.06947394587833419,0.00580708396619939,0.0,10.479946613311768
0.0,0.015483796173556408,0.14124119700650983,0.0,0.007244234433420106,0.0825710321791266,0.04145919886709331,0.004889305039082794,0.0,0.0691723495890603,10.479946613311768
0.0,0.0,0.0,0.4017773354231414,0.0,0.17203751892488633,0.24817636568097687,0.0,0.0,0.020297216670471456,10.479946613311768
0.0,0.00468233369907876,0.1306417128205994,0.0,0.020043245284423434,0.03495455601443528,0.12189710211111758,0.033356652079945,0.22472577301945118,0.1581271382266312,10.479946613311768
0.0,0.03247703743466443,0.04664350214956708,0.0,0.02742745397476923,0.08211202129506194,0.10865895292936706,0.008848239202808233,0.012928075063873445,0.16670516070651487,10.479946613311768
0.00788945937363792,0.0029973952402146476,0.09407337978174153,0.017279643385423402,0.03073699646011283,0.0466890133887068,0.5382640294681229,0.16033452901128536,0.0,0.05022925788085079,10.479946613311768
