Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2019_Human,Fanconi anemia pathway,2/54,0.0003175455329863666,0.0025403642638909,0,0,95.85576923076924,772.1076136521657,FANCI;UBE2T
KEGG_2019_Human,DNA replication,1/36,0.0178587410119325,0.0714349640477301,0,0,63.34920634920635,254.99716559529236,MCM2
KEGG_2019_Human,Cell cycle,1/124,0.0603114275885761,0.1019678375741664,0,0,17.946702800361336,50.39853526607874,MCM2
KEGG_2019_Human,Signaling pathways regulating pluripotency of stem cells,1/139,0.0673806054536277,0.1019678375741664,0,0,15.98389694041868,43.11493252457917,MEIS1
KEGG_2019_Human,Ribosome,1/153,0.0739352845331792,0.1019678375741664,0,0,14.501461988304094,37.77000181895698,RPL3
KEGG_2019_Human,Axon guidance,1/181,0.0869204071680327,0.1019678375741664,0,0,12.228395061728396,29.871064148550712,SSH3
KEGG_2019_Human,Transcriptional misregulation in cancer,1/186,0.0892218578773956,0.1019678375741664,0,0,11.894894894894897,28.7455506425572,MEIS1
KEGG_2019_Human,Regulation of actin cytoskeleton,1/214,0.102013775990435,0.102013775990435,0,0,10.316640584246215,23.549252972335328,SSH3
Reactome_2016,Fanconi Anemia Pathway Homo sapiens R-HSA-6783310,2/35,0.00013270327104745937,0.009554635515417,0,0,151.18939393939394,1349.7274345163214,FANCI;UBE2T
Reactome_2016,Folding of actin by CCT/TriC Homo sapiens R-HSA-390450,1/10,0.0049898178893478,0.0833578339444561,0,0,246.679012345679,1307.4865498601448,CCT3
Reactome_2016,Unwinding of DNA Homo sapiens R-HSA-176974,1/12,0.0059850935124877,0.0833578339444561,0,0,201.8080808080808,1032.9512945731403,MCM2
Reactome_2016,DNA Repair Homo sapiens R-HSA-73894,2/285,0.0084436997983132,0.0833578339444561,0,0,17.409010600706715,83.11644343319921,FANCI;UBE2T
Reactome_2016,BBSome-mediated cargo-targeting to cilium Homo sapiens R-HSA-5620922,1/23,0.0114431199495764,0.0833578339444561,0,0,100.84848484848484,450.8296990682604,CCT3
